# PIMCID: a48c7b1e-9699-4db5-b21f-f7eaecb6ffec
#              K               V               E            E_mu             K/N             V/N             E/N               N             N^2         density
  5.09894930E+02 -6.42849171E+02 -1.32954241E+02  4.18625213E+01  1.96441304E+01 -2.65705133E+01 -6.92638292E+00  2.42801058E+01  5.92697037E+02  2.52362375E-02
  5.05804458E+02 -6.73786164E+02 -1.67981707E+02  1.09332278E+01  1.90930028E+01 -2.71935338E+01 -8.10053095E+00  2.48492965E+01  6.20880352E+02  2.58278424E-02
  5.06532464E+02 -6.42864130E+02 -1.36331666E+02  3.85752815E+01  1.93104314E+01 -2.65730503E+01 -7.26261888E+00  2.42926316E+01  5.93804211E+02  2.52492565E-02
  5.45710065E+02 -6.80582015E+02 -1.34871950E+02  4.67105877E+01  2.06151478E+01 -2.70547080E+01 -6.43956026E+00  2.52197970E+01  6.38691472E+02  2.62129329E-02
  5.02469444E+02 -6.46318366E+02 -1.43848922E+02  3.12947895E+01  1.93773631E+01 -2.66536650E+01 -7.27630192E+00  2.43255155E+01  5.94689845E+02  2.52834353E-02
  5.15653254E+02 -6.63172163E+02 -1.47518909E+02  3.03130506E+01  1.97439994E+01 -2.69290025E+01 -7.18500317E+00  2.46988832E+01  6.13137360E+02  2.56715060E-02
  5.43623198E+02 -6.96597679E+02 -1.52974481E+02  3.01267620E+01  2.04839328E+01 -2.74539323E+01 -6.96999946E+00  2.54307282E+01  6.49292282E+02  2.64321704E-02
  4.97292465E+02 -6.68176346E+02 -1.70883881E+02  6.50728364E+00  1.90488863E+01 -2.71970762E+01 -8.14818992E+00  2.46376617E+01  6.09803831E+02  2.56078736E-02
  5.25421089E+02 -6.71912527E+02 -1.46491438E+02  3.26902473E+01  2.00380142E+01 -2.70677789E+01 -7.02976471E+00  2.48863452E+01  6.22049797E+02  2.58663500E-02
  5.16723231E+02 -6.46103361E+02 -1.29380130E+02  4.56503619E+01  1.99544043E+01 -2.66631279E+01 -6.70872357E+00  2.43097906E+01  5.94080366E+02  2.52670912E-02
  4.64862586E+02 -6.72938290E+02 -2.08075704E+02 -2.84073639E+01  1.73185436E+01 -2.70557193E+01 -9.73717567E+00  2.49539362E+01  6.25995851E+02  2.59366027E-02
  4.64073361E+02 -6.55648513E+02 -1.91575152E+02 -1.58174978E+01  1.77768798E+01 -2.69334954E+01 -9.15661555E+00  2.44107853E+01  5.99295812E+02  2.53720630E-02
  5.50349376E+02 -6.49776716E+02 -9.94273398E+01  7.68429848E+01  2.09935586E+01 -2.66362626E+01 -5.64270402E+00  2.44819895E+01  6.03123665E+02  2.54460712E-02
  4.94787558E+02 -6.48222318E+02 -1.53434759E+02  2.27271455E+01  1.87354237E+01 -2.65753161E+01 -7.83989238E+00  2.44669312E+01  6.02462698E+02  2.54304199E-02
  4.98848398E+02 -6.58793150E+02 -1.59944752E+02  1.69322479E+01  1.87901468E+01 -2.69203153E+01 -8.13016845E+00  2.45662500E+01  6.07166354E+02  2.55336498E-02
  4.79681142E+02 -6.31962039E+02 -1.52280898E+02  1.99818121E+01  1.84873417E+01 -2.65106330E+01 -8.02329129E+00  2.39253763E+01  5.76320108E+02  2.48675390E-02
  5.34488778E+02 -6.37724385E+02 -1.03235607E+02  7.08285184E+01  2.06731950E+01 -2.64782590E+01 -5.80506398E+00  2.41755729E+01  5.88230469E+02  2.51275881E-02
  4.95814195E+02 -6.62147967E+02 -1.66333772E+02  1.06181082E+01  1.88691779E+01 -2.70342264E+01 -8.16504850E+00  2.45766500E+01  6.07443350E+02  2.55444593E-02
  4.68467685E+02 -6.36370455E+02 -1.67902770E+02  4.52081599E+00  1.81208260E+01 -2.66698332E+01 -8.54900727E+00  2.39477202E+01  5.76935596E+02  2.48907628E-02
  4.95682174E+02 -6.50456684E+02 -1.54774510E+02  2.07137347E+01  1.91490008E+01 -2.67600525E+01 -7.61105167E+00  2.43733673E+01  5.96919388E+02  2.53331715E-02
  4.51428240E+02 -6.56045231E+02 -2.04616992E+02 -2.91349916E+01  1.71356012E+01 -2.70003827E+01 -9.86478141E+00  2.43725000E+01  5.97816250E+02  2.53322700E-02
  4.49411646E+02 -6.67863233E+02 -2.18451588E+02 -4.12080001E+01  1.68666267E+01 -2.72259402E+01 -1.03593135E+01  2.46171649E+01  6.09444278E+02  2.55865697E-02
  5.02925091E+02 -6.54358009E+02 -1.51432917E+02  2.53421438E+01  1.93260828E+01 -2.67279922E+01 -7.40190946E+00  2.45520918E+01  6.05778520E+02  2.55189341E-02
  4.53386274E+02 -6.44221963E+02 -1.90835689E+02 -1.76142877E+01  1.71993547E+01 -2.68882844E+01 -9.68892967E+00  2.40585279E+01  5.82681675E+02  2.50059340E-02
  4.98229414E+02 -6.59655012E+02 -1.61425599E+02  1.54344629E+01  1.89447384E+01 -2.69440968E+01 -7.99935836E+00  2.45638974E+01  6.06409436E+02  2.55312046E-02
  4.67279036E+02 -6.52061304E+02 -1.84782268E+02 -9.27075488E+00  1.77531008E+01 -2.68504931E+01 -9.09739221E+00  2.43765990E+01  5.97549594E+02  2.53365304E-02
  5.37721871E+02 -6.75718047E+02 -1.37996176E+02  4.22437031E+01  2.02203973E+01 -2.70696817E+01 -6.84928442E+00  2.50333166E+01  6.30133417E+02  2.60191091E-02
  5.67355683E+02 -7.05112024E+02 -1.37756341E+02  4.68424373E+01  2.11444680E+01 -2.75686332E+01 -6.42416529E+00  2.56387192E+01  6.59958325E+02  2.66483520E-02
  4.64276642E+02 -6.41656212E+02 -1.77379571E+02 -4.10852579E+00  1.76562677E+01 -2.67772807E+01 -9.12101292E+00  2.40654229E+01  5.82748109E+02  2.50131005E-02
  4.32287891E+02 -6.39596192E+02 -2.07308301E+02 -3.46639869E+01  1.66439764E+01 -2.67587302E+01 -1.01147538E+01  2.39783770E+01  5.78441204E+02  2.49226267E-02
  5.24149007E+02 -6.49501856E+02 -1.25352849E+02  5.05193879E+01  2.02159577E+01 -2.66782453E+01 -6.46228756E+00  2.44266995E+01  5.99502069E+02  2.53886039E-02
  4.81131568E+02 -6.54540627E+02 -1.73409059E+02  2.56298171E+00  1.82311233E+01 -2.68833369E+01 -8.65221357E+00  2.44405612E+01  6.00723112E+02  2.54030115E-02
  5.50309379E+02 -6.52619576E+02 -1.02310197E+02  7.36791895E+01  2.12450721E+01 -2.67892449E+01 -5.54417289E+00  2.44429703E+01  6.00361881E+02  2.54055154E-02
  4.77180002E+02 -6.54249467E+02 -1.77069465E+02 -8.00512512E-01  1.82182880E+01 -2.68016121E+01 -8.58332406E+00  2.44817989E+01  6.03125926E+02  2.54458731E-02
  4.49443549E+02 -6.57931769E+02 -2.08488221E+02 -3.25092565E+01  1.71402120E+01 -2.69890781E+01 -9.84886608E+00  2.44415228E+01  6.01365279E+02  2.54040110E-02
  5.33413457E+02 -6.53361886E+02 -1.19948429E+02  5.63745057E+01  2.03338192E+01 -2.67601129E+01 -6.42629374E+00  2.44892965E+01  6.04004573E+02  2.54536659E-02
  5.16847290E+02 -6.65556636E+02 -1.48709347E+02  3.03116795E+01  1.94794767E+01 -2.68550444E+01 -7.37556770E+00  2.48640314E+01  6.21397539E+02  2.58431576E-02
  4.95403963E+02 -6.41993887E+02 -1.46589924E+02  2.71064027E+01  1.90981491E+01 -2.67032963E+01 -7.60514728E+00  2.41244898E+01  5.85421327E+02  2.50744934E-02
  5.48835075E+02 -6.78668084E+02 -1.29833009E+02  5.00896971E+01  2.09870092E+01 -2.72282342E+01 -6.24122501E+00  2.49892647E+01  6.26848284E+02  2.59733225E-02
  4.82957026E+02 -6.44619367E+02 -1.61662341E+02  1.20055992E+01  1.87479235E+01 -2.68159433E+01 -8.06801986E+00  2.41205473E+01  5.84868905E+02  2.50703956E-02
  5.03377807E+02 -6.64887788E+02 -1.61509981E+02  1.70066716E+01  1.92358297E+01 -2.68869937E+01 -7.65116403E+00  2.47939796E+01  6.17853367E+02  2.57703472E-02
  5.03611224E+02 -6.83308326E+02 -1.79697102E+02  2.09235268E+00  1.89125862E+01 -2.71344429E+01 -8.22185677E+00  2.52485354E+01  6.40061364E+02  2.62428030E-02
  5.06649461E+02 -6.38230049E+02 -1.31580588E+02  4.25194532E+01  1.92453872E+01 -2.65020120E+01 -7.25662476E+00  2.41805612E+01  5.89149133E+02  2.51327729E-02
  5.12592666E+02 -6.72517957E+02 -1.59925291E+02  1.98836458E+01  1.93757608E+01 -2.69973998E+01 -7.62163899E+00  2.49734634E+01  6.26857756E+02  2.59568989E-02
  3.90681502E+02 -6.41501016E+02 -2.50819514E+02 -7.96468576E+01  1.50645342E+01 -2.70757399E+01 -1.20112057E+01  2.37739801E+01  5.68112687E+02  2.47101809E-02
  5.09645771E+02 -6.67294555E+02 -1.57648784E+02  2.11569472E+01  1.93502830E+01 -2.69405794E+01 -7.59029640E+00  2.48341294E+01  6.20523483E+02  2.58120780E-02
  4.88235978E+02 -6.75161164E+02 -1.86925186E+02 -7.49258903E+00  1.84947265E+01 -2.71722771E+01 -8.67755058E+00  2.49211940E+01  6.23628955E+02  2.59025712E-02
  4.63061423E+02 -6.62847424E+02 -1.99786001E+02 -2.38735233E+01  1.77159005E+01 -2.72198384E+01 -9.50393795E+00  2.44322886E+01  5.99869005E+02  2.53944130E-02
  4.62816128E+02 -6.57709364E+02 -1.94893236E+02 -1.95461900E+01  1.78412725E+01 -2.70833851E+01 -9.24211262E+00  2.43537563E+01  5.96039645E+02  2.53127883E-02
  5.32225440E+02 -6.87251204E+02 -1.55025764E+02  2.64685021E+01  2.00983826E+01 -2.73326838E+01 -7.23430126E+00  2.52075369E+01  6.38076995E+02  2.62001901E-02
  5.60011909E+02 -6.77261081E+02 -1.17249172E+02  6.41904770E+01  2.12606803E+01 -2.69443951E+01 -5.68371479E+00  2.51999512E+01  6.37287854E+02  2.61923056E-02
  5.18255983E+02 -6.69587892E+02 -1.51331909E+02  2.83822620E+01  1.95762726E+01 -2.69108052E+01 -7.33453257E+00  2.49603015E+01  6.25857085E+02  2.59432187E-02
  4.15119511E+02 -6.50971451E+02 -2.35851939E+02 -6.19738242E+01  1.57053832E+01 -2.70594266E+01 -1.13540434E+01  2.41497382E+01  5.86509529E+02  2.51007361E-02
  4.87138806E+02 -6.49862457E+02 -1.62723651E+02  1.21568883E+01  1.86198107E+01 -2.68400102E+01 -8.22019954E+00  2.42889637E+01  5.94338083E+02  2.52454442E-02
  5.29699778E+02 -7.12032341E+02 -1.82332563E+02  2.88931379E+00  1.95553878E+01 -2.77438187E+01 -8.18843084E+00  2.57252607E+01  6.64518910E+02  2.67383014E-02
  4.98859990E+02 -6.66048402E+02 -1.67188412E+02  1.14048185E+01  1.88565956E+01 -2.69221136E+01 -8.06551803E+00  2.48046154E+01  6.19112615E+02  2.57814018E-02
  4.63882315E+02 -6.77529582E+02 -2.13647267E+02 -3.45371582E+01  1.74302928E+01 -2.73165952E+01 -9.88630241E+00  2.48764039E+01  6.21957094E+02  2.58560173E-02
  5.25614593E+02 -6.38924959E+02 -1.13310365E+02  5.99292327E+01  2.04082453E+01 -2.66504340E+01 -6.24218869E+00  2.40610553E+01  5.82349899E+02  2.50085609E-02
  4.98618903E+02 -6.55979978E+02 -1.57361075E+02  1.98598000E+01  1.88488035E+01 -2.67491038E+01 -7.90030028E+00  2.46140104E+01  6.09427760E+02  2.55832910E-02
  5.07116797E+02 -6.56014392E+02 -1.48897595E+02  2.88006551E+01  1.92699499E+01 -2.66587228E+01 -7.38877286E+00  2.46803125E+01  6.12741146E+02  2.56522040E-02
  5.06039266E+02 -6.76457561E+02 -1.70418296E+02  1.00984962E+01  1.89883605E+01 -2.70593890E+01 -8.07102854E+00  2.50717766E+01  6.32021624E+02  2.60590837E-02
  4.56233471E+02 -6.44675436E+02 -1.88441965E+02 -1.45318702E+01  1.75291588E+01 -2.67795307E+01 -9.25037190E+00  2.41541799E+01  5.86591217E+02  2.51053527E-02
  4.87488119E+02 -6.50719186E+02 -1.63231067E+02  1.18473246E+01  1.86826855E+01 -2.68531616E+01 -8.17047609E+00  2.43164433E+01  5.94598402E+02  2.52740059E-02
  5.24947126E+02 -6.63079849E+02 -1.38132723E+02  3.97090419E+01  2.00631399E+01 -2.69154353E+01 -6.85229539E+00  2.47002451E+01  6.13253873E+02  2.56729215E-02
  4.49383782E+02 -6.46860556E+02 -1.97476775E+02 -2.37038122E+01  1.73508972E+01 -2.68844930E+01 -9.53359587E+00  2.41351337E+01  5.85692674E+02  2.50855564E-02
  4.89185947E+02 -6.49153288E+02 -1.59967342E+02  1.40254336E+01  1.88758432E+01 -2.69559587E+01 -8.08011549E+00  2.41656633E+01  5.87090765E+02  2.51172882E-02
  5.19155286E+02 -6.36318095E+02 -1.17162808E+02  5.64675915E+01  2.01769937E+01 -2.64663030E+01 -6.28930934E+00  2.41153333E+01  5.85033795E+02  2.50649764E-02
  5.71675352E+02 -6.72249478E+02 -1.00574125E+02  7.93995947E+01  2.18160396E+01 -2.69623108E+01 -5.14627121E+00  2.49963500E+01  6.27632450E+02  2.59806868E-02
  4.63528108E+02 -6.38206296E+02 -1.74678188E+02 -2.17029186E+00  1.77575904E+01 -2.67332368E+01 -8.97564644E+00  2.39594301E+01  5.78047824E+02  2.49029337E-02
  4.86118900E+02 -6.46883023E+02 -1.60764123E+02  1.34896261E+01  1.85215290E+01 -2.68400888E+01 -8.31855987E+00  2.42019095E+01  5.89203116E+02  2.51549619E-02
  5.17111276E+02 -6.46722245E+02 -1.29610969E+02  4.52090311E+01  1.99372467E+01 -2.67298678E+01 -6.79262114E+00  2.42805556E+01  5.92967626E+02  2.52367049E-02
  4.64784584E+02 -6.46232267E+02 -1.81447683E+02 -7.65415513E+00  1.78867789E+01 -2.68637392E+01 -8.97696034E+00  2.41379899E+01  5.85764623E+02  2.50885252E-02
  5.32089229E+02 -6.96389856E+02 -1.64300628E+02  1.89023339E+01  1.99550406E+01 -2.74263247E+01 -7.47128403E+00  2.54448558E+01  6.50208606E+02  2.64468543E-02
  5.15274640E+02 -6.82749871E+02 -1.67475231E+02  1.29084159E+01  1.93163940E+01 -2.73431915E+01 -8.02679750E+00  2.50532843E+01  6.30717304E+02  2.60398631E-02
  5.03450836E+02 -6.62955659E+02 -1.59504822E+02  1.83724443E+01  1.93656886E+01 -2.69062817E+01 -7.54059307E+00  2.47051759E+01  6.12741658E+02  2.56780464E-02
  5.70737124E+02 -6.64264828E+02 -9.35277041E+01  8.63423447E+01  2.17488368E+01 -2.66615590E+01 -4.91272218E+00  2.49819512E+01  6.26897171E+02  2.59657210E-02
  4.38713142E+02 -6.31214081E+02 -1.92500939E+02 -2.17456696E+01  1.68968981E+01 -2.67205575E+01 -9.82365943E+00  2.37160096E+01  5.65949375E+02  2.46499276E-02
  5.26379261E+02 -6.78606316E+02 -1.52227055E+02  2.80468208E+01  1.99744834E+01 -2.71757433E+01 -7.20125984E+00  2.50380383E+01  6.29616029E+02  2.60240167E-02
  5.09192629E+02 -6.57136223E+02 -1.47943595E+02  2.86137768E+01  1.92969665E+01 -2.68877656E+01 -7.59079912E+00  2.45218571E+01  6.05281190E+02  2.54875088E-02
  5.60505602E+02 -6.57213685E+02 -9.67080824E+01  8.17243447E+01  2.14159517E+01 -2.65953689E+01 -5.17941717E+00  2.47822816E+01  6.17357233E+02  2.57581885E-02
  4.41654095E+02 -6.50144903E+02 -2.08490807E+02 -3.39399954E+01  1.69770723E+01 -2.68973661E+01 -9.92029376E+00  2.42431683E+01  5.90794851E+02  2.51978454E-02
  5.41566012E+02 -6.59565230E+02 -1.17999217E+02  6.03954237E+01  2.06095014E+01 -2.67018864E+01 -6.09238500E+00  2.47770335E+01  6.16959139E+02  2.57527337E-02
  4.26604737E+02 -6.45783177E+02 -2.19178440E+02 -4.53279601E+01  1.62436460E+01 -2.68377636E+01 -1.05941176E+01  2.41459000E+01  5.86436300E+02  2.50967467E-02
  4.98478937E+02 -6.38419522E+02 -1.39940585E+02  3.42118856E+01  1.92129315E+01 -2.64834729E+01 -7.27054143E+00  2.41878431E+01  5.88542549E+02  2.51403415E-02
  4.43437611E+02 -6.48617691E+02 -2.05180080E+02 -3.07388227E+01  1.65292466E+01 -2.68905189E+01 -1.03612723E+01  2.42279524E+01  5.91134048E+02  2.51820303E-02
  5.50664284E+02 -6.60052601E+02 -1.09388317E+02  6.86429972E+01  2.09544366E+01 -2.67936083E+01 -5.83917165E+00  2.47265714E+01  6.14260381E+02  2.57002845E-02
  5.12130571E+02 -6.79689645E+02 -1.67559074E+02  1.22245959E+01  1.95414335E+01 -2.72804143E+01 -7.73898083E+00  2.49699541E+01  6.26161422E+02  2.59532515E-02
  5.12298029E+02 -6.65486152E+02 -1.53188123E+02  2.47944719E+01  1.94763749E+01 -2.70011507E+01 -7.52477582E+00  2.47198049E+01  6.14290146E+02  2.56932515E-02
  5.62008763E+02 -6.69514634E+02 -1.07505871E+02  7.17516919E+01  2.14636377E+01 -2.69685606E+01 -5.50492296E+00  2.48968837E+01  6.22887581E+02  2.58773036E-02
  4.94685346E+02 -6.43350067E+02 -1.48664721E+02  2.49982042E+01  1.89743716E+01 -2.67597970E+01 -7.78542538E+00  2.41198507E+01  5.86128308E+02  2.50696717E-02
  4.63025105E+02 -6.60817174E+02 -1.97792069E+02 -2.13634859E+01  1.75761092E+01 -2.70540126E+01 -9.47790343E+00  2.45039698E+01  6.03718643E+02  2.54689171E-02
  4.93889967E+02 -6.48792407E+02 -1.54902440E+02  2.00420111E+01  1.92304741E+01 -2.67774471E+01 -7.54697308E+00  2.42978404E+01  5.92940000E+02  2.52546704E-02
  5.23816061E+02 -6.68674420E+02 -1.44858359E+02  3.38532203E+01  1.98538103E+01 -2.70254380E+01 -7.17162775E+00  2.48210526E+01  6.19209952E+02  2.57984863E-02
  5.28585061E+02 -6.55462543E+02 -1.26877482E+02  5.01785570E+01  2.02865774E+01 -2.67293201E+01 -6.44274270E+00  2.45911165E+01  6.08149951E+02  2.55594955E-02
  4.82249831E+02 -6.57781545E+02 -1.75531714E+02  1.10246447E+00  1.84308017E+01 -2.68914002E+01 -8.46059854E+00  2.45325248E+01  6.05021832E+02  2.54985964E-02
  5.21237289E+02 -6.81078009E+02 -1.59840720E+02  2.12323906E+01  1.95248357E+01 -2.71606933E+01 -7.63585757E+00  2.51490431E+01  6.35947990E+02  2.61393928E-02
  4.97568390E+02 -6.84932006E+02 -1.87363616E+02 -6.37555990E+00  1.86361337E+01 -2.73273859E+01 -8.69125224E+00  2.51372300E+01  6.34993380E+02  2.61271146E-02
  5.12073096E+02 -6.89548097E+02 -1.77475001E+02  4.09041869E+00  1.91079023E+01 -2.74233864E+01 -8.31548418E+00  2.52174194E+01  6.39045161E+02  2.62104617E-02
  4.99588523E+02 -7.30804776E+02 -2.31216254E+02 -4.40231577E+01  1.82822586E+01 -2.81747398E+01 -9.89248125E+00  2.59990411E+01  6.78365799E+02  2.70228631E-02
  4.53818447E+02 -6.44185556E+02 -1.90367108E+02 -1.56295884E+01  1.72773132E+01 -2.66392434E+01 -9.36193017E+00  2.42691000E+01  5.92437600E+02  2.52247982E-02
  4.26822154E+02 -6.38745135E+02 -2.11922981E+02 -3.97236869E+01  1.62858929E+01 -2.68042519E+01 -1.05183590E+01  2.39165686E+01  5.75603235E+02  2.48583845E-02
  5.26021118E+02 -6.39049060E+02 -1.13027941E+02  6.15993316E+01  2.03445522E+01 -2.64369197E+01 -6.09236748E+00  2.42537879E+01  5.91489545E+02  2.52088831E-02
  4.72451754E+02 -6.66445532E+02 -1.93993778E+02 -1.59700065E+01  1.79396004E+01 -2.70285400E+01 -9.08893957E+00  2.47255238E+01  6.14362571E+02  2.56991957E-02
  5.00329715E+02 -6.52010933E+02 -1.51681218E+02  2.41689958E+01  1.92974362E+01 -2.67763255E+01 -7.47888930E+00  2.44236408E+01  5.99472864E+02  2.53854247E-02
  5.17191295E+02 -6.76116023E+02 -1.58924728E+02  2.12533956E+01  1.93672716E+01 -2.71127589E+01 -7.74548727E+00  2.50247393E+01  6.29639716E+02  2.60101941E-02
  4.62318194E+02 -6.49193637E+02 -1.86875443E+02 -1.32415014E+01  1.78150725E+01 -2.70142394E+01 -9.19916689E+00  2.41158252E+01  5.84624078E+02  2.50654876E-02
  5.00964078E+02 -6.92665045E+02 -1.91700968E+02 -9.72031310E+00  1.86994640E+01 -2.74435657E+01 -8.74410167E+00  2.52750909E+01  6.42685000E+02  2.62704043E-02
  4.46125374E+02 -6.76587391E+02 -2.30462017E+02 -5.23402176E+01  1.70008910E+01 -2.74110613E+01 -1.04101703E+01  2.47391388E+01  6.14563349E+02  2.57133467E-02
  5.47415096E+02 -6.67175794E+02 -1.19760699E+02  5.95940054E+01  2.09225888E+01 -2.68541324E+01 -5.93154356E+00  2.49103756E+01  6.23470845E+02  2.58913268E-02
  4.84113420E+02 -6.78928842E+02 -1.94815421E+02 -1.61151222E+01  1.84380710E+01 -2.74328769E+01 -8.99480589E+00  2.48194860E+01  6.18677897E+02  2.57968580E-02
  4.72573934E+02 -6.44938738E+02 -1.72364804E+02  2.20092654E+00  1.83014718E+01 -2.66855002E+01 -8.38402846E+00  2.42452404E+01  5.90610433E+02  2.51999990E-02
  4.84995548E+02 -6.54040332E+02 -1.69044784E+02  6.37412844E+00  1.86096071E+01 -2.69281001E+01 -8.31849305E+00  2.43637379E+01  5.97144029E+02  2.53231629E-02
  4.82729143E+02 -6.48034376E+02 -1.65305233E+02  9.59822030E+00  1.84823791E+01 -2.67700656E+01 -8.28768657E+00  2.42921463E+01  5.93318390E+02  2.52487521E-02
  5.13854745E+02 -6.59245175E+02 -1.45390430E+02  3.25591980E+01  1.96153981E+01 -2.67580826E+01 -7.14268450E+00  2.47152261E+01  6.13824774E+02  2.56884925E-02
  4.41395629E+02 -6.37569089E+02 -1.96173461E+02 -2.36223452E+01  1.66689697E+01 -2.67199315E+01 -1.00509618E+01  2.39654327E+01  5.78514760E+02  2.49091727E-02
  4.94022642E+02 -6.62355928E+02 -1.68333286E+02  9.09395837E+00  1.89535399E+01 -2.69517539E+01 -7.99821399E+00  2.46426728E+01  6.10079539E+02  2.56130821E-02
  5.47337100E+02 -6.90785213E+02 -1.43448113E+02  3.96796617E+01  2.05917808E+01 -2.72242037E+01 -6.63242285E+00  2.54344131E+01  6.49326901E+02  2.64360005E-02
  5.48816962E+02 -6.85089438E+02 -1.36272476E+02  4.55421280E+01  2.07074245E+01 -2.71998174E+01 -6.49239285E+00  2.52520283E+01  6.40707311E+02  2.62464335E-02
  5.58069942E+02 -6.75525605E+02 -1.17455663E+02  6.37987446E+01  2.10649790E+01 -2.68971914E+01 -5.83221236E+00  2.51742233E+01  6.37011796E+02  2.61655646E-02
  4.38224603E+02 -6.42946576E+02 -2.04721973E+02 -3.17735161E+01  1.68739405E+01 -2.68524704E+01 -9.97852986E+00  2.40206190E+01  5.80359190E+02  2.49665323E-02
  4.72954516E+02 -6.41936339E+02 -1.68981823E+02  5.16570631E+00  1.81419296E+01 -2.66356395E+01 -8.49370992E+00  2.41871569E+01  5.88485098E+02  2.51396282E-02
  5.07667019E+02 -6.42984607E+02 -1.35317589E+02  3.88602938E+01  1.96050209E+01 -2.66712232E+01 -7.06620234E+00  2.41913725E+01  5.88927941E+02  2.51440099E-02
