# PIMCID: b2dcef60-8679-4057-b19a-17bc08d1d397
#              K               V               E            E_mu             K/N             V/N             E/N               N             N^2         density
  4.88900414E+02 -6.64754653E+02 -1.75854239E+02  1.68010027E+00  1.85873728E+01 -2.70439205E+01 -8.45654772E+00  2.46575472E+01  6.11380692E+02  2.56285421E-02
  5.37620888E+02 -6.96833311E+02 -1.59212423E+02  2.26618696E+01  2.03917387E+01 -2.76484020E+01 -7.25666327E+00  2.52603185E+01  6.40443758E+02  2.62550501E-02
  4.55958170E+02 -6.56391716E+02 -2.00433546E+02 -2.55678319E+01  1.74310787E+01 -2.71239715E+01 -9.69289285E+00  2.42869048E+01  5.93070238E+02  2.52433041E-02
  5.19578200E+02 -6.92449737E+02 -1.72871537E+02  8.70570257E+00  1.95005101E+01 -2.75178911E+01 -8.01738102E+00  2.52190610E+01  6.39713615E+02  2.62121680E-02
  4.76582962E+02 -6.97511057E+02 -2.20928095E+02 -3.93349225E+01  1.78681217E+01 -2.77269810E+01 -9.85885929E+00  2.52212739E+01  6.38945096E+02  2.62144680E-02
  5.40669558E+02 -6.44084557E+02 -1.03414999E+02  7.13619860E+01  2.05621274E+01 -2.66500246E+01 -6.08789719E+00  2.42745813E+01  5.93363842E+02  2.52304954E-02
  4.35718324E+02 -6.69425913E+02 -2.33707589E+02 -5.72146269E+01  1.64337121E+01 -2.74042856E+01 -1.09705734E+01  2.45129114E+01  6.03998861E+02  2.54782107E-02
  5.36282705E+02 -6.99012965E+02 -1.62730260E+02  2.05562893E+01  2.00712753E+01 -2.75292578E+01 -7.45798255E+00  2.54564651E+01  6.50784279E+02  2.64589209E-02
  4.87528495E+02 -6.69039257E+02 -1.81510762E+02 -3.40526228E+00  1.83417705E+01 -2.71491154E+01 -8.80734487E+00  2.47368750E+01  6.14673403E+02  2.57109938E-02
  4.49135332E+02 -6.47623578E+02 -1.98488245E+02 -2.59005294E+01  1.73558110E+01 -2.71061253E+01 -9.75031428E+00  2.39705161E+01  5.77979806E+02  2.49144564E-02
  4.48061431E+02 -6.51853152E+02 -2.03791721E+02 -2.98489783E+01  1.69913168E+01 -2.70857474E+01 -1.00944306E+01  2.41587143E+01  5.87697857E+02  2.51100656E-02
  4.48061431E+02 -6.51853152E+02 -2.03791721E+02 -2.98489783E+01  1.69913168E+01 -2.70857474E+01 -1.00944306E+01  2.41587143E+01  5.87697857E+02  2.51100656E-02
  5.51218063E+02 -6.66310532E+02 -1.15092469E+02  6.22947009E+01  2.11473392E+01 -2.71312743E+01 -5.98393506E+00  2.46371069E+01  6.09900503E+02  2.56072970E-02
  5.01107583E+02 -6.71678056E+02 -1.70570473E+02  9.04377848E+00  1.89229077E+01 -2.69968728E+01 -8.07396515E+00  2.49464238E+01  6.25517417E+02  2.59287946E-02
  4.31070148E+02 -6.46766339E+02 -2.15696191E+02 -4.30607624E+01  1.65564480E+01 -2.70719189E+01 -1.05154709E+01  2.39771429E+01  5.78217524E+02  2.49213440E-02
  5.49166586E+02 -7.16328511E+02 -1.67161925E+02  1.88337523E+01  2.03282514E+01 -2.77968830E+01 -7.46863153E+00  2.58327329E+01  6.69807640E+02  2.68500058E-02
  4.33361386E+02 -6.48878190E+02 -2.15516804E+02 -4.11750950E+01  1.64232675E+01 -2.69044773E+01 -1.04812098E+01  2.42141262E+01  5.89600146E+02  2.51676596E-02
  4.96269789E+02 -6.23976525E+02 -1.27706736E+02  4.27041735E+01  1.93757473E+01 -2.64719902E+01 -7.09624287E+00  2.36681818E+01  5.63696869E+02  2.46002164E-02
  4.99250385E+02 -6.85284953E+02 -1.86034568E+02 -5.02899087E+00  1.86579645E+01 -2.73395606E+01 -8.68159616E+00  2.51396635E+01  6.35036010E+02  2.61296438E-02
  4.98479684E+02 -6.66811819E+02 -1.68332135E+02  9.41822252E+00  1.87713157E+01 -2.71079469E+01 -8.33663127E+00  2.46875497E+01  6.12836026E+02  2.56597261E-02
  5.21426532E+02 -7.31179613E+02 -2.09753081E+02 -2.32105287E+01  1.91346307E+01 -2.82913853E+01 -9.15675468E+00  2.59086878E+01  6.73899095E+02  2.69289517E-02
  5.40741783E+02 -6.75953743E+02 -1.35211960E+02  4.53782371E+01  2.05152835E+01 -2.70141068E+01 -6.49882336E+00  2.50819718E+01  6.31818967E+02  2.60696803E-02
  4.92922520E+02 -7.01849929E+02 -2.08927409E+02 -2.70955105E+01  1.84188063E+01 -2.78582969E+01 -9.43949056E+00  2.52544304E+01  6.40831899E+02  2.62489302E-02
  4.91374158E+02 -6.61338105E+02 -1.69963948E+02  6.92518785E+00  1.85806925E+01 -2.70154443E+01 -8.43475175E+00  2.45679355E+01  6.07545742E+02  2.55354016E-02
  5.17558843E+02 -6.26653105E+02 -1.09094262E+02  6.25938575E+01  1.99995622E+01 -2.63938732E+01 -6.39431106E+00  2.38455721E+01  5.72620896E+02  2.47845922E-02
  5.39470105E+02 -7.01358990E+02 -1.61888885E+02  2.27991648E+01  2.00426648E+01 -2.74033292E+01 -7.36066435E+00  2.56511180E+01  6.61105404E+02  2.66612390E-02
  4.67588751E+02 -6.78877890E+02 -2.11289139E+02 -3.19111492E+01  1.74792735E+01 -2.73391156E+01 -9.85984210E+00  2.49136098E+01  6.24008829E+02  2.58946883E-02
  5.17879545E+02 -6.45430418E+02 -1.27550874E+02  4.74327629E+01  1.98327833E+01 -2.66612083E+01 -6.82842494E+00  2.43032828E+01  5.93715909E+02  2.52603272E-02
  4.94776867E+02 -6.71044601E+02 -1.76267734E+02  1.31956720E+00  1.89137744E+01 -2.72887272E+01 -8.37495276E+00  2.46649029E+01  6.11239369E+02  2.56361876E-02
  4.68213447E+02 -6.35852793E+02 -1.67639346E+02  4.70502348E+00  1.80299886E+01 -2.66686781E+01 -8.63868947E+00  2.39367179E+01  5.76642256E+02  2.48793272E-02
  4.73991993E+02 -6.72106475E+02 -1.98114482E+02 -2.06330972E+01  1.79339216E+01 -2.73539950E+01 -9.42007345E+00  2.46501923E+01  6.10761154E+02  2.56208977E-02
  5.58051918E+02 -7.04586123E+02 -1.46534204E+02  3.80742631E+01  2.07659076E+01 -2.75463474E+01 -6.78043987E+00  2.56400649E+01  6.60353701E+02  2.66497507E-02
  4.69593889E+02 -6.63229947E+02 -1.93636058E+02 -1.75146509E+01  1.79811192E+01 -2.71955913E+01 -9.21447202E+00  2.44613065E+01  6.01047940E+02  2.54245737E-02
  5.34033877E+02 -6.73519226E+02 -1.39485349E+02  3.91951407E+01  2.00618303E+01 -2.72451288E+01 -7.18329852E+00  2.48167347E+01  6.19338095E+02  2.57939984E-02
  4.61381202E+02 -6.97058372E+02 -2.35677171E+02 -5.38047120E+01  1.69870371E+01 -2.76879100E+01 -1.07008729E+01  2.52600637E+01  6.40976115E+02  2.62547853E-02
  4.57384500E+02 -6.49011204E+02 -1.91626705E+02 -1.83605997E+01  1.76290124E+01 -2.70681735E+01 -9.43916113E+00  2.40647368E+01  5.82183947E+02  2.50123874E-02
  4.82478606E+02 -6.54864101E+02 -1.72385496E+02  2.07143939E+00  1.84535535E+01 -2.71034072E+01 -8.64985378E+00  2.42301299E+01  5.91642857E+02  2.51842935E-02
  5.45542402E+02 -6.97424275E+02 -1.51881873E+02  3.17306339E+01  2.04299257E+01 -2.74151449E+01 -6.98521917E+00  2.55017371E+01  6.52798451E+02  2.65059756E-02
  5.04738047E+02 -6.95537416E+02 -1.90799369E+02 -8.10987604E+00  1.87069935E+01 -2.74889057E+01 -8.78191222E+00  2.53735407E+01  6.46847799E+02  2.63727309E-02
  6.02700934E+02 -6.86500485E+02 -8.37995508E+01  9.94374903E+01  2.25175336E+01 -2.70510096E+01 -4.53347607E+00  2.54495890E+01  6.50831233E+02  2.64517740E-02
  5.39536506E+02 -6.73176275E+02 -1.33639770E+02  4.66761703E+01  2.02875301E+01 -2.69659316E+01 -6.67840152E+00  2.50438806E+01  6.30435025E+02  2.60300891E-02
  5.27982197E+02 -6.66023205E+02 -1.38041008E+02  3.88709153E+01  2.00870774E+01 -2.71895094E+01 -7.10243200E+00  2.45711005E+01  6.07473493E+02  2.55386913E-02
  5.12404594E+02 -6.85545399E+02 -1.73140805E+02  8.40266525E+00  1.90836967E+01 -2.72741799E+01 -8.19048321E+00  2.52143709E+01  6.39286159E+02  2.62072931E-02
  5.11742261E+02 -6.43283046E+02 -1.31540785E+02  4.24917153E+01  1.96358309E+01 -2.67273738E+01 -7.09154290E+00  2.41711806E+01  5.87744097E+02  2.51230228E-02
  5.57384786E+02 -6.45081406E+02 -8.76966198E+01  8.76279759E+01  2.14748324E+01 -2.65839304E+01 -5.10909798E+00  2.43506383E+01  5.96250780E+02  2.53095474E-02
  4.88317052E+02 -6.80213143E+02 -1.91896092E+02 -1.26394429E+01  1.86102506E+01 -2.73990987E+01 -8.78884814E+00  2.48967568E+01  6.22168919E+02  2.58771716E-02
  4.81513697E+02 -6.59760270E+02 -1.78246573E+02 -1.70328631E+00  1.81581328E+01 -2.70161520E+01 -8.85801918E+00  2.45199010E+01  6.04443960E+02  2.54854756E-02
  5.44172420E+02 -6.39040296E+02 -9.48678767E+01  7.94905634E+01  2.09534548E+01 -2.64978464E+01 -5.54439163E+00  2.42164500E+01  5.89707450E+02  2.51700749E-02
  5.30260253E+02 -6.93234932E+02 -1.62974679E+02  1.98906368E+01  1.98200741E+01 -2.73607423E+01 -7.54066821E+00  2.53979605E+01  6.48048750E+02  2.63981124E-02
  4.66703389E+02 -6.36485806E+02 -1.69782418E+02  9.43502334E-01  1.80528092E+01 -2.69586493E+01 -8.90584004E+00  2.37119333E+01  5.65852333E+02  2.46456908E-02
  5.07497228E+02 -6.48964661E+02 -1.41467433E+02  3.31839955E+01  1.96138526E+01 -2.68443508E+01 -7.23049817E+00  2.42571429E+01  5.91637415E+02  2.52123702E-02
  4.23826019E+02 -6.52886006E+02 -2.29059987E+02 -5.50019594E+01  1.60350195E+01 -2.71051253E+01 -1.10701058E+01  2.41747260E+01  5.87906507E+02  2.51267079E-02
  4.47582238E+02 -6.58663433E+02 -2.11081195E+02 -3.68787308E+01  1.71224278E+01 -2.73260958E+01 -1.02036680E+01  2.41947867E+01  5.88527962E+02  2.51475586E-02
  5.33353829E+02 -7.17212329E+02 -1.83858499E+02  8.60624047E-01  1.97462586E+01 -2.80196160E+01 -8.27335745E+00  2.56554338E+01  6.61318174E+02  2.66657248E-02
  5.76056178E+02 -7.11604787E+02 -1.35548609E+02  5.02960769E+01  2.13561151E+01 -2.76347678E+01 -6.27865269E+00  2.58117619E+01  6.68735000E+02  2.68282090E-02
  4.39881028E+02 -6.33058158E+02 -1.93177130E+02 -2.24158670E+01  1.67779126E+01 -2.68097006E+01 -1.00317880E+01  2.37168421E+01  5.66515263E+02  2.46507929E-02
  4.73709744E+02 -7.02173470E+02 -2.28463727E+02 -4.55462267E+01  1.76186282E+01 -2.77004330E+01 -1.00818048E+01  2.54052083E+01  6.48509375E+02  2.64056456E-02
  4.48057930E+02 -6.49033538E+02 -2.00975608E+02 -2.65107313E+01  1.71102444E+01 -2.68734256E+01 -9.76318117E+00  2.42312329E+01  5.90416712E+02  2.51854399E-02
  5.11495408E+02 -6.53386946E+02 -1.41891538E+02  3.45250772E+01  1.95571730E+01 -2.67590731E+01 -7.20190003E+00  2.45023077E+01  6.03390839E+02  2.54671895E-02
  5.39551769E+02 -6.57554901E+02 -1.18003132E+02  5.84530877E+01  2.06762231E+01 -2.69302787E+01 -6.25405560E+00  2.45078082E+01  6.03798767E+02  2.54729066E-02
  6.15817263E+02 -6.82738882E+02 -6.69216197E+01  1.14433226E+02  2.34049669E+01 -2.71788627E+01 -3.77389583E+00  2.51881731E+01  6.37196635E+02  2.61800637E-02
  4.51145604E+02 -6.51481994E+02 -2.00336390E+02 -2.63961632E+01  1.73315965E+01 -2.70562958E+01 -9.72469929E+00  2.41583648E+01  5.86669308E+02  2.51097023E-02
  4.96191559E+02 -6.70553649E+02 -1.74362091E+02  3.10890923E+00  1.89507482E+01 -2.72878655E+01 -8.33711726E+00  2.46487500E+01  6.10661731E+02  2.56193986E-02
  4.79836907E+02 -6.57243992E+02 -1.77407085E+02 -7.35045310E-01  1.81103070E+01 -2.68836628E+01 -8.77335582E+00  2.45377833E+01  6.05407734E+02  2.55040620E-02
  4.49716525E+02 -6.55154362E+02 -2.05437837E+02 -3.08471971E+01  1.68113471E+01 -2.71418630E+01 -1.03305159E+01  2.42487000E+01  5.91993300E+02  2.52035949E-02
  6.25016406E+02 -7.58287484E+02 -1.33271079E+02  6.15578853E+01  2.24691566E+01 -2.80457735E+01 -5.57661689E+00  2.70595783E+01  7.35142349E+02  2.81251634E-02
  5.57813805E+02 -6.45696671E+02 -8.78828659E+01  8.75704410E+01  2.14260393E+01 -2.65915178E+01 -5.16547856E+00  2.43685149E+01  5.97613564E+02  2.53281280E-02
  5.80169398E+02 -7.45841129E+02 -1.65671731E+02  2.53157889E+01  2.11021015E+01 -2.81680890E+01 -7.06598745E+00  2.65260444E+01  7.06195289E+02  2.75706194E-02
  5.07480240E+02 -6.81012951E+02 -1.73532711E+02  5.01613430E+00  1.93816916E+01 -2.75386707E+01 -8.15697909E+00  2.47984507E+01  6.17449718E+02  2.57749944E-02
  5.11227443E+02 -6.80454635E+02 -1.69227192E+02  1.10255325E+01  1.89369467E+01 -2.72809478E+01 -8.34400114E+00  2.50351007E+01  6.30574564E+02  2.60209634E-02
  5.11227443E+02 -6.80454635E+02 -1.69227192E+02  1.10255325E+01  1.89369467E+01 -2.72809478E+01 -8.34400114E+00  2.50351007E+01  6.30574564E+02  2.60209634E-02
  4.84808379E+02 -6.87484797E+02 -2.02676418E+02 -2.13393249E+01  1.81448363E+01 -2.73707314E+01 -9.22589510E+00  2.51857073E+01  6.37137512E+02  2.61775008E-02
  5.84557207E+02 -7.40006429E+02 -1.55449222E+02  3.42940722E+01  2.15241094E+01 -2.81278051E+01 -6.60369572E+00  2.63532353E+01  6.96522294E+02  2.73910051E-02
  4.95481196E+02 -6.77404269E+02 -1.81923072E+02 -2.27578093E+00  1.87359729E+01 -2.72335156E+01 -8.49754273E+00  2.49510127E+01  6.25403797E+02  2.59335641E-02
  4.86872697E+02 -6.97539459E+02 -2.10666762E+02 -2.97294688E+01  1.84793282E+01 -2.78091278E+01 -9.32979958E+00  2.51301796E+01  6.34340240E+02  2.61197865E-02
  4.98145621E+02 -6.76317568E+02 -1.78171948E+02  1.26227160E+00  1.87538477E+01 -2.72221497E+01 -8.46830202E+00  2.49214194E+01  6.24272903E+02  2.59028054E-02
  5.59886193E+02 -7.12387625E+02 -1.52501433E+02  3.39874016E+01  2.05698122E+01 -2.75806656E+01 -7.01085337E+00  2.59012270E+01  6.73880982E+02  2.69211971E-02
  4.22603041E+02 -6.73333385E+02 -2.50730344E+02 -7.30832848E+01  1.58137235E+01 -2.73770962E+01 -1.15633727E+01  2.46732026E+01  6.11792680E+02  2.56448141E-02
  4.72032376E+02 -6.58081794E+02 -1.86049417E+02 -1.05900282E+01  1.80862672E+01 -2.70912893E+01 -9.00502210E+00  2.43693596E+01  5.96938128E+02  2.53290060E-02
  5.41859498E+02 -6.86657396E+02 -1.44797897E+02  3.73831982E+01  2.04722027E+01 -2.71989744E+01 -6.72677172E+00  2.53029299E+01  6.42711210E+02  2.62993396E-02
  4.98387343E+02 -6.57029034E+02 -1.58641691E+02  1.70397279E+01  1.88398485E+01 -2.70378180E+01 -8.19796950E+00  2.44001970E+01  5.99136355E+02  2.53610578E-02
  5.35617410E+02 -6.38719809E+02 -1.03102399E+02  7.05944599E+01  2.07553738E+01 -2.65781112E+01 -5.82273744E+00  2.41245638E+01  5.85192081E+02  2.50745703E-02
  3.80235497E+02 -6.43296196E+02 -2.63060699E+02 -9.26027364E+01  1.42924896E+01 -2.72951714E+01 -1.30026818E+01  2.36747170E+01  5.64528931E+02  2.46070089E-02
  5.15468086E+02 -7.03873118E+02 -1.88405032E+02 -6.20364921E+00  1.93187578E+01 -2.78873696E+01 -8.56861180E+00  2.53057477E+01  6.43068458E+02  2.63022683E-02
  5.20331926E+02 -6.49858919E+02 -1.29526994E+02  4.42090062E+01  2.00262892E+01 -2.70290462E+01 -7.00275700E+00  2.41300000E+01  5.86365375E+02  2.50802206E-02
  5.20603042E+02 -6.72704642E+02 -1.52101600E+02  2.77812799E+01  1.96786334E+01 -2.70057084E+01 -7.32707495E+00  2.49837333E+01  6.27389733E+02  2.59675733E-02
  4.38451452E+02 -6.93207637E+02 -2.54756186E+02 -7.46529272E+01  1.62380353E+01 -2.77977552E+01 -1.15597199E+01  2.50143415E+01  6.29077463E+02  2.59993867E-02
  5.16478788E+02 -6.69142808E+02 -1.52664020E+02  2.63143679E+01  1.95243208E+01 -2.70065547E+01 -7.48223387E+00  2.48581095E+01  6.21114129E+02  2.58370024E-02
  5.52021461E+02 -7.26203255E+02 -1.74181793E+02  1.40300639E+01  2.03246985E+01 -2.78344614E+01 -7.50976289E+00  2.61405357E+01  6.85518571E+02  2.71699296E-02
  4.39729010E+02 -6.39912617E+02 -2.00183608E+02 -2.82015669E+01  1.66216941E+01 -2.69120831E+01 -1.02903890E+01  2.38863946E+01  5.74767075E+02  2.48270222E-02
  4.39729010E+02 -6.39912617E+02 -2.00183608E+02 -2.82015669E+01  1.66216941E+01 -2.69120831E+01 -1.02903890E+01  2.38863946E+01  5.74767075E+02  2.48270222E-02
  5.60572464E+02 -7.16143350E+02 -1.55570886E+02  2.91657542E+01  2.10131876E+01 -2.79626208E+01 -6.94943313E+00  2.56578667E+01  6.60577422E+02  2.66682534E-02
  5.17874371E+02 -6.77555952E+02 -1.59681580E+02  1.87214467E+01  1.96377150E+01 -2.73969685E+01 -7.75925346E+00  2.47781982E+01  6.18332342E+02  2.57539443E-02
  4.60025227E+02 -6.98392595E+02 -2.38367368E+02 -5.77222740E+01  1.74589788E+01 -2.78937614E+01 -1.04347826E+01  2.50895964E+01  6.31899731E+02  2.60776052E-02
  4.48229722E+02 -6.49766261E+02 -2.01536538E+02 -2.74971598E+01  1.68750471E+01 -2.69849966E+01 -1.01099495E+01  2.41721359E+01  5.88386505E+02  2.51240158E-02
  4.95749969E+02 -7.07508993E+02 -2.11759023E+02 -2.77216234E+01  1.84820007E+01 -2.77446530E+01 -9.26265228E+00  2.55607500E+01  6.55682000E+02  2.65673124E-02
  5.19423365E+02 -6.97068660E+02 -1.77645296E+02  4.85621773E+00  1.94269855E+01 -2.75724030E+01 -8.14541747E+00  2.53474324E+01  6.45574099E+02  2.63455946E-02
  4.53401638E+02 -6.65534345E+02 -2.12132707E+02 -3.50647330E+01  1.71048429E+01 -2.71351838E+01 -1.00303409E+01  2.45927742E+01  6.08340387E+02  2.55612185E-02
  4.78264291E+02 -6.35173814E+02 -1.56909523E+02  1.55810904E+01  1.85058072E+01 -2.66136343E+01 -8.10782710E+00  2.39570297E+01  5.77108416E+02  2.49004389E-02
  4.39408375E+02 -6.26346430E+02 -1.86938055E+02 -1.69957610E+01  1.67659837E+01 -2.66633773E+01 -9.89739359E+00  2.36030964E+01  5.61284924E+02  2.45325680E-02
  5.36910661E+02 -6.58543915E+02 -1.21633254E+02  5.36711519E+01  2.08068209E+01 -2.71314278E+01 -6.32460692E+00  2.43478341E+01  5.95851060E+02  2.53066328E-02
  4.53951441E+02 -6.52823355E+02 -1.98871913E+02 -2.30234473E+01  1.72669816E+01 -2.68244595E+01 -9.55747792E+00  2.44233981E+01  5.99407767E+02  2.53851724E-02
  4.66532671E+02 -6.37176634E+02 -1.70643963E+02  2.06891688E+00  1.78603165E+01 -2.66680432E+01 -8.80772668E+00  2.39879000E+01  5.79125300E+02  2.49325248E-02
  4.29160063E+02 -6.29586975E+02 -2.00426912E+02 -3.09115868E+01  1.64418769E+01 -2.68663283E+01 -1.04244514E+01  2.35437952E+01  5.58285843E+02  2.44709315E-02
  5.18943478E+02 -6.64241609E+02 -1.45298131E+02  3.19208685E+01  1.95198952E+01 -2.70821481E+01 -7.56225290E+00  2.46137500E+01  6.09903036E+02  2.55830203E-02
  5.23958254E+02 -6.78771032E+02 -1.54812779E+02  2.46808989E+01  1.98261834E+01 -2.73080802E+01 -7.48189685E+00  2.49296774E+01  6.24682857E+02  2.59113887E-02
  5.02604907E+02 -7.04357132E+02 -2.01752226E+02 -1.83962936E+01  1.88107023E+01 -2.77216991E+01 -8.91099681E+00  2.54661017E+01  6.50928362E+02  2.64689369E-02
  5.02768400E+02 -6.77885119E+02 -1.75116719E+02  5.00385554E+00  1.88669263E+01 -2.71743986E+01 -8.30747234E+00  2.50167464E+01  6.29467943E+02  2.60018864E-02
  4.79577286E+02 -6.35168637E+02 -1.55591351E+02  1.72238798E+01  1.84521855E+01 -2.65686569E+01 -8.11647136E+00  2.40021154E+01  5.79663846E+02  2.49473000E-02
  4.51920476E+02 -6.52808739E+02 -2.00888263E+02 -2.69376411E+01  1.69912814E+01 -2.71317148E+01 -1.01404334E+01  2.41598086E+01  5.88129282E+02  2.51112030E-02
  5.78050880E+02 -7.21353357E+02 -1.43302477E+02  4.28420261E+01  2.14493374E+01 -2.79597433E+01 -6.51040588E+00  2.58534031E+01  6.71193717E+02  2.68714900E-02
  5.04340863E+02 -6.47510669E+02 -1.43169805E+02  3.13044581E+01  1.93653330E+01 -2.68259208E+01 -7.46058783E+00  2.42325366E+01  5.90523171E+02  2.51867950E-02
  4.72038534E+02 -6.49718892E+02 -1.77680359E+02 -3.01206152E+00  1.82184184E+01 -2.68594735E+01 -8.64105508E+00  2.42594857E+01  5.91632857E+02  2.52148053E-02
  4.77595668E+02 -6.66397489E+02 -1.88801820E+02 -1.21874476E+01  1.79842357E+01 -2.72558915E+01 -9.27165584E+00  2.45297740E+01  6.05644237E+02  2.54957374E-02
  4.73779758E+02 -6.59306490E+02 -1.85526732E+02 -9.09990834E+00  1.77946155E+01 -2.69884539E+01 -9.19383840E+00  2.45037255E+01  6.04719314E+02  2.54686631E-02
  5.24638137E+02 -6.54115294E+02 -1.29477158E+02  4.69656189E+01  2.00208194E+01 -2.67892496E+01 -6.76843024E+00  2.45059412E+01  6.03553588E+02  2.54709660E-02
  5.24231049E+02 -6.75043237E+02 -1.50812187E+02  2.87538014E+01  1.97543590E+01 -2.71608197E+01 -7.40646072E+00  2.49397207E+01  6.25000503E+02  2.59218274E-02
  4.91462551E+02 -6.47818020E+02 -1.56355469E+02  1.80108645E+01  1.88239942E+01 -2.68463308E+01 -8.02233664E+00  2.42175463E+01  5.89986713E+02  2.51712144E-02
  5.41738013E+02 -6.52147648E+02 -1.10409634E+02  6.55562354E+01  2.06518425E+01 -2.67869586E+01 -6.13511619E+00  2.44397041E+01  6.01000533E+02  2.54021206E-02
