#                   T = 2.00                    
#          r [Å]          ρ1d(r)         Δρ1d(r)
  7.60000000E+01  2.43922874E-01  8.31886961E-03
  7.65000000E+01  2.49353749E-01  8.61635980E-03
  7.70000000E+01  2.55898968E-01  8.76179880E-03
  7.75000000E+01  2.55927088E-01  8.82950905E-03
  7.80000000E+01  2.48350203E-01  8.79259789E-03
  7.85000000E+01  2.43501147E-01  7.92459147E-03
  7.90000000E+01  2.48342550E-01  8.29536224E-03
  7.95000000E+01  2.54429482E-01  8.57527172E-03
  8.00000000E+01  2.54590786E-01  8.36993898E-03
  8.05000000E+01  2.53121638E-01  8.89895943E-03
  8.10000000E+01  2.49572671E-01  8.89552414E-03
  8.15000000E+01  2.44070144E-01  8.44301241E-03
  8.20000000E+01  2.44376297E-01  8.11088026E-03
  8.25000000E+01  2.51129397E-01  8.83993479E-03
  8.30000000E+01  2.54643716E-01  8.71327090E-03
  8.35000000E+01  2.51760134E-01  8.10629931E-03
  8.40000000E+01  2.48516191E-01  8.42540566E-03
  8.45000000E+01  2.48426806E-01  8.78130997E-03
  8.50000000E+01  2.49123268E-01  8.29912089E-03
  8.55000000E+01  2.53618017E-01  8.15149621E-03
  8.60000000E+01  2.60354544E-01  8.92894583E-03
  8.65000000E+01  2.57060935E-01  8.92681583E-03
  8.70000000E+01  2.47094740E-01  8.11700689E-03
  8.75000000E+01  2.40439609E-01  8.16023435E-03
  8.80000000E+01  2.41238205E-01  8.51186044E-03
  8.85000000E+01  2.49754181E-01  8.23299509E-03
  8.90000000E+01  2.58854927E-01  8.75479602E-03
  8.95000000E+01  2.59113931E-01  8.72912585E-03
  9.00000000E+01  2.52075948E-01  8.93000364E-03
  9.05000000E+01  2.40760674E-01  8.42891220E-03
  9.10000000E+01  2.32546190E-01  7.76321824E-03
  9.15000000E+01  2.36380541E-01  8.14122213E-03
  9.20000000E+01  2.52267889E-01  8.46901276E-03
  9.25000000E+01  2.65493089E-01  8.90171410E-03
  9.30000000E+01  2.64452619E-01  8.50513125E-03
  9.35000000E+01  2.52680627E-01  8.77693906E-03
  9.40000000E+01  2.38815643E-01  8.44721712E-03
  9.45000000E+01  2.30556660E-01  7.71182459E-03
  9.50000000E+01  2.38456011E-01  7.90993679E-03
  9.55000000E+01  2.57456516E-01  8.56203501E-03
  9.60000000E+01  2.71070149E-01  8.89197593E-03
  9.65000000E+01  2.67833846E-01  8.54389543E-03
  9.70000000E+01  2.49285213E-01  8.55161282E-03
  9.75000000E+01  2.29290358E-01  8.29561707E-03
  9.80000000E+01  2.24098848E-01  7.71592755E-03
  9.85000000E+01  2.38161936E-01  7.93804436E-03
  9.90000000E+01  2.61671330E-01  8.74430859E-03
  9.95000000E+01  2.77126708E-01  9.22165244E-03
