# PIMCID: 1e8b4baa-a2a6-46f4-b0b8-955cec5b317f
#              K               V               E            E_mu             K/N             V/N             E/N               N             N^2         density
  5.18668694E+02 -6.54977088E+02 -1.36308394E+02  3.92382314E+01  1.98867065E+01 -2.69529536E+01 -7.06624712E+00  2.43814757E+01  5.97824531E+02  2.53415992E-02
  4.54018715E+02 -6.61865870E+02 -2.07847155E+02 -3.26074577E+01  1.71428058E+01 -2.72953188E+01 -1.01525131E+01  2.43388468E+01  5.96053614E+02  2.52972916E-02
  4.58694680E+02 -6.29661004E+02 -1.70966324E+02  3.18233665E-02  1.74391969E+01 -2.66356275E+01 -9.19643067E+00  2.37497426E+01  5.68090294E+02  2.46849890E-02
  4.85978109E+02 -6.46832213E+02 -1.60854105E+02  1.26282704E+01  1.87740207E+01 -2.69403436E+01 -8.16632287E+00  2.40947743E+01  5.83657205E+02  2.50436077E-02
  4.98718017E+02 -7.06516119E+02 -2.07798103E+02 -2.50163699E+01  1.85870517E+01 -2.78969091E+01 -9.30985741E+00  2.53863518E+01  6.47397980E+02  2.63860465E-02
  4.49566256E+02 -6.42421754E+02 -1.92855498E+02 -2.04476266E+01  1.71052279E+01 -2.69461036E+01 -9.84087570E+00  2.39455376E+01  5.77008692E+02  2.48884942E-02
  4.30929421E+02 -6.48453658E+02 -2.17524237E+02 -4.40097149E+01  1.63303391E+01 -2.70136978E+01 -1.06833587E+01  2.40992391E+01  5.84357101E+02  2.50482484E-02
  4.91528636E+02 -6.63452414E+02 -1.71923778E+02  4.93230422E+00  1.86199586E+01 -2.70992987E+01 -8.47934018E+00  2.45633448E+01  6.06920566E+02  2.55306301E-02
  4.62707215E+02 -6.45227647E+02 -1.82520432E+02 -9.06918307E+00  1.75828850E+01 -2.68896413E+01 -9.30675624E+00  2.40904513E+01  5.84205722E+02  2.50391144E-02
  4.96368929E+02 -6.70474649E+02 -1.74105720E+02  3.89111920E+00  1.87252919E+01 -2.72127638E+01 -8.48747194E+00  2.47217832E+01  6.14550944E+02  2.56953078E-02
  5.06322053E+02 -6.39622527E+02 -1.33300474E+02  3.97000708E+01  1.94282798E+01 -2.67308159E+01 -7.30253604E+00  2.40278534E+01  5.81281187E+02  2.49740515E-02
  4.58763025E+02 -6.47059377E+02 -1.88296352E+02 -1.46210034E+01  1.74463332E+01 -2.69287847E+01 -9.48245153E+00  2.41215762E+01  5.85671384E+02  2.50714650E-02
  4.98708357E+02 -6.40672012E+02 -1.41963654E+02  3.13643456E+01  1.89322932E+01 -2.67283329E+01 -7.79603973E+00  2.40733333E+01  5.83767459E+02  2.50213224E-02
  5.11548792E+02 -6.44916726E+02 -1.33367934E+02  4.09094430E+01  1.95616674E+01 -2.67516270E+01 -7.18995951E+00  2.42051913E+01  5.89661439E+02  2.51583728E-02
  5.28615862E+02 -6.77654840E+02 -1.49038978E+02  2.96989555E+01  2.01422382E+01 -2.73695173E+01 -7.22727916E+00  2.48247130E+01  6.19408922E+02  2.58022909E-02
  4.64477712E+02 -6.42493699E+02 -1.78015987E+02 -5.48388823E+00  1.77131783E+01 -2.69213108E+01 -9.20813255E+00  2.39627915E+01  5.78031590E+02  2.49064276E-02
  4.99932253E+02 -6.76919208E+02 -1.76986955E+02  1.90026143E+00  1.87504377E+01 -2.73272351E+01 -8.57679744E+00  2.48454467E+01  6.21173351E+02  2.58238411E-02
  4.85933346E+02 -6.74886797E+02 -1.88953450E+02 -1.10254367E+01  1.83186674E+01 -2.73923684E+01 -9.07370097E+00  2.47122241E+01  6.14368741E+02  2.56853723E-02
  4.76887677E+02 -6.34460840E+02 -1.57573163E+02  1.39557004E+01  1.84177975E+01 -2.67412464E+01 -8.32344886E+00  2.38234532E+01  5.71143129E+02  2.47616023E-02
  4.70749624E+02 -6.58173527E+02 -1.87423903E+02 -1.19686341E+01  1.79669140E+01 -2.71047963E+01 -9.13788224E+00  2.43687873E+01  5.97142566E+02  2.53284112E-02
  5.81429611E+02 -7.26662400E+02 -1.45232788E+02  4.25887178E+01  2.13018053E+01 -2.79182295E+01 -6.61642416E+00  2.60863203E+01  6.83649284E+02  2.71135792E-02
  5.11183389E+02 -6.96659716E+02 -1.85476327E+02 -3.52612016E+00  1.90022144E+01 -2.76520868E+01 -8.64987237E+00  2.52708621E+01  6.41692069E+02  2.62660089E-02
  4.99347089E+02 -6.71030672E+02 -1.71683583E+02  6.49666437E+00  1.88037473E+01 -2.72151829E+01 -8.41143558E+00  2.47472566E+01  6.15607681E+02  2.57217843E-02
  4.61242846E+02 -6.37499502E+02 -1.76256657E+02 -4.18245263E+00  1.77285475E+01 -2.67715234E+01 -9.04297586E+00  2.38991950E+01  5.74918730E+02  2.48403267E-02
  5.41460012E+02 -6.54647470E+02 -1.13187458E+02  6.31828195E+01  2.06595232E+01 -2.68134704E+01 -6.15394725E+00  2.44958719E+01  6.04018256E+02  2.54605002E-02
  5.15078715E+02 -7.07812882E+02 -1.92734167E+02 -9.20164357E+00  1.90781571E+01 -2.78456034E+01 -8.76744632E+00  2.54906283E+01  6.52607731E+02  2.64944293E-02
  4.57738333E+02 -6.27185035E+02 -1.69446702E+02  5.64480156E-01  1.75410718E+01 -2.66813393E+01 -9.14026752E+00  2.36126642E+01  5.61799043E+02  2.45425125E-02
  5.08347620E+02 -6.45809605E+02 -1.37461985E+02  3.70481441E+01  1.93877164E+01 -2.67486246E+01 -7.36090825E+00  2.42375180E+01  5.91318777E+02  2.51919725E-02
  4.81069435E+02 -6.49510596E+02 -1.68441160E+02  6.31109098E+00  1.82376642E+01 -2.68603636E+01 -8.62269939E+00  2.42711460E+01  5.93034510E+02  2.52269248E-02
  5.29426201E+02 -7.11807762E+02 -1.82381560E+02  2.08690214E+00  1.95912518E+01 -2.78521322E+01 -8.26088049E+00  2.56206198E+01  6.59314523E+02  2.66295398E-02
  5.27220836E+02 -6.61974264E+02 -1.34753428E+02  4.22299115E+01  2.01196065E+01 -2.70100284E+01 -6.89042190E+00  2.45810193E+01  6.08082742E+02  2.55490007E-02
  4.39979780E+02 -6.41364442E+02 -2.01384662E+02 -2.94122654E+01  1.67710706E+01 -2.69574582E+01 -1.01863877E+01  2.38850551E+01  5.74362224E+02  2.48256300E-02
  5.31714429E+02 -7.26711957E+02 -1.94997528E+02 -8.61470383E+00  1.96794289E+01 -2.81292934E+01 -8.44986449E+00  2.58865034E+01  6.72653598E+02  2.69058937E-02
  4.76688732E+02 -6.68693322E+02 -1.92004591E+02 -1.47939812E+01  1.78467029E+01 -2.72610546E+01 -9.41435167E+00  2.46125847E+01  6.09741105E+02  2.55818091E-02
  4.77819425E+02 -6.70359670E+02 -1.92540245E+02 -1.56015175E+01  1.81289134E+01 -2.73674364E+01 -9.23852298E+00  2.45748233E+01  6.07029841E+02  2.55425607E-02
  5.13056797E+02 -7.15492731E+02 -2.02435934E+02 -1.77255478E+01  1.88810481E+01 -2.79525429E+01 -9.07149481E+00  2.56542203E+01  6.61686017E+02  2.66644635E-02
  4.35401616E+02 -6.61123995E+02 -2.25722380E+02 -4.99646653E+01  1.63062159E+01 -2.71894706E+01 -1.08832546E+01  2.44107937E+01  5.99308113E+02  2.53720717E-02
  4.93361153E+02 -6.68732957E+02 -1.75371805E+02  1.12022279E+00  1.89153706E+01 -2.73622871E+01 -8.44691649E+00  2.45127816E+01  6.04199915E+02  2.54780758E-02
  4.99463365E+02 -6.55260907E+02 -1.55797542E+02  1.96677299E+01  1.89881355E+01 -2.69874937E+01 -7.99935819E+00  2.43701767E+01  5.97525830E+02  2.53298552E-02
  4.86480979E+02 -6.35142926E+02 -1.48661947E+02  2.34652789E+01  1.87553594E+01 -2.66763760E+01 -7.92101666E+00  2.39065591E+01  5.75354409E+02  2.48479808E-02
  5.10580708E+02 -6.58947717E+02 -1.48367010E+02  2.75883453E+01  1.95278972E+01 -2.70581889E+01 -7.53029171E+00  2.44382437E+01  6.00724229E+02  2.54006027E-02
  5.12768763E+02 -6.95847567E+02 -1.83078803E+02 -4.00600720E-01  1.90386010E+01 -2.74882676E+01 -8.44966658E+00  2.53719726E+01  6.47394957E+02  2.63711010E-02
  4.75752745E+02 -6.35745959E+02 -1.59993214E+02  1.17077201E+01  1.82876521E+01 -2.67751840E+01 -8.48753190E+00  2.38473519E+01  5.72299686E+02  2.47864420E-02
  4.75575894E+02 -6.65529228E+02 -1.89953334E+02 -1.33709095E+01  1.79213256E+01 -2.72301804E+01 -9.30885476E+00  2.45253368E+01  6.05278394E+02  2.54911254E-02
  5.18450157E+02 -7.01973543E+02 -1.83523386E+02 -1.07703289E+00  1.93184982E+01 -2.77782737E+01 -8.45977558E+00  2.53397712E+01  6.45278464E+02  2.63376317E-02
  4.71924253E+02 -6.39892887E+02 -1.67968634E+02  4.69185843E+00  1.79962856E+01 -2.67973140E+01 -8.80102838E+00  2.39806239E+01  5.78821123E+02  2.49249622E-02
  4.86535127E+02 -6.49256971E+02 -1.62721844E+02  1.18140733E+01  1.84675250E+01 -2.68895600E+01 -8.42203493E+00  2.42410997E+01  5.91542302E+02  2.51956953E-02
  5.00051232E+02 -6.59406306E+02 -1.59355074E+02  1.66990576E+01  1.88546344E+01 -2.70724048E+01 -8.21777036E+00  2.44519628E+01  6.01888173E+02  2.54148620E-02
  5.57694055E+02 -6.76602709E+02 -1.18908653E+02  6.12331976E+01  2.10378342E+01 -2.71268441E+01 -6.08900989E+00  2.50197015E+01  6.29254859E+02  2.60049578E-02
  4.75081949E+02 -6.78614391E+02 -2.03532442E+02 -2.50543890E+01  1.78613521E+01 -2.74515696E+01 -9.59021741E+00  2.47886184E+01  6.18323980E+02  2.57647749E-02
  4.99190843E+02 -6.65672004E+02 -1.66481161E+02  1.07807893E+01  1.88923747E+01 -2.71222886E+01 -8.22991387E+00  2.46197152E+01  6.09743166E+02  2.55892204E-02
  5.52907577E+02 -7.02391930E+02 -1.49484353E+02  3.44545561E+01  2.05394870E+01 -2.75599100E+01 -7.02042295E+00  2.55470707E+01  6.55807273E+02  2.65530944E-02
  4.57335386E+02 -6.57525323E+02 -2.00189937E+02 -2.51705123E+01  1.73045090E+01 -2.71511580E+01 -9.84664899E+00  2.43082534E+01  5.94551473E+02  2.52654935E-02
  5.17537381E+02 -6.69070354E+02 -1.51532972E+02  2.69671897E+01  1.95075667E+01 -2.70716129E+01 -7.56404617E+00  2.47916892E+01  6.18275541E+02  2.57679666E-02
  4.74808287E+02 -6.54190672E+02 -1.79382385E+02 -4.82994098E+00  1.81108671E+01 -2.70794826E+01 -8.96861549E+00  2.42433950E+01  5.91423529E+02  2.51980809E-02
  5.98021147E+02 -7.35819807E+02 -1.37798659E+02  5.16677043E+01  2.18906747E+01 -2.80126067E+01 -6.12193193E+00  2.63147727E+01  6.95249621E+02  2.73510280E-02
  4.30510364E+02 -6.47273680E+02 -2.16763316E+02 -4.35999390E+01  1.63644113E+01 -2.70131834E+01 -1.06487721E+01  2.40504690E+01  5.81941759E+02  2.49975577E-02
  4.47182368E+02 -6.51520075E+02 -2.04337707E+02 -3.02564394E+01  1.68819076E+01 -2.70505196E+01 -1.01686120E+01  2.41779538E+01  5.88424191E+02  2.51300628E-02
  4.50177677E+02 -6.61579509E+02 -2.11401832E+02 -3.58617477E+01  1.70343402E+01 -2.72320668E+01 -1.01977266E+01  2.43805673E+01  5.97712853E+02  2.53406550E-02
  5.02731566E+02 -6.71544235E+02 -1.68812669E+02  8.89486045E+00  1.90492515E+01 -2.72989002E+01 -8.24964867E+00  2.46816013E+01  6.12365686E+02  2.56535435E-02
  5.02602120E+02 -6.59817495E+02 -1.57215374E+02  1.82036976E+01  1.91641427E+01 -2.71821778E+01 -8.01803511E+00  2.43637600E+01  5.97259664E+02  2.53231859E-02
  5.43657255E+02 -6.99189497E+02 -1.55532242E+02  2.72666569E+01  2.03080520E+01 -2.76100794E+01 -7.30202734E+00  2.53887360E+01  6.47732416E+02  2.63885246E-02
  4.62092588E+02 -6.36857351E+02 -1.74764763E+02 -3.25898101E+00  1.77138282E+01 -2.68497500E+01 -9.13592178E+00  2.38202475E+01  5.71257475E+02  2.47582703E-02
  5.28488549E+02 -6.92066712E+02 -1.63578163E+02  1.80380893E+01  1.96939307E+01 -2.75247790E+01 -7.83084828E+00  2.52244795E+01  6.39359527E+02  2.62177998E-02
  4.93127058E+02 -6.40290637E+02 -1.47163580E+02  2.55390911E+01  1.88714645E+01 -2.67953810E+01 -7.92391650E+00  2.39864821E+01  5.79592736E+02  2.49310510E-02
  4.73954301E+02 -6.38611287E+02 -1.64656986E+02  7.70270672E+00  1.81260873E+01 -2.67944224E+01 -8.66833510E+00  2.39388462E+01  5.76791087E+02  2.48815392E-02
  5.02793291E+02 -6.78223168E+02 -1.75429877E+02  4.33183148E+00  1.86921345E+01 -2.72440101E+01 -8.55187563E+00  2.49669040E+01  6.27407765E+02  2.59500812E-02
  4.81010316E+02 -6.61270147E+02 -1.80259831E+02 -3.78199929E+00  1.81864026E+01 -2.70659511E+01 -8.87954850E+00  2.45108099E+01  6.04491240E+02  2.54760265E-02
  5.14975530E+02 -6.81965023E+02 -1.66989493E+02  1.26206007E+01  1.93174695E+01 -2.74193973E+01 -8.10192781E+00  2.49458464E+01  6.25747853E+02  2.59281944E-02
  4.89070199E+02 -6.47738035E+02 -1.58667836E+02  1.54184378E+01  1.87597260E+01 -2.68864645E+01 -8.12673851E+00  2.41786491E+01  5.88127282E+02  2.51307854E-02
  5.14320492E+02 -6.74278901E+02 -1.59958409E+02  1.89213591E+01  1.93195295E+01 -2.72315107E+01 -7.91198122E+00  2.48444122E+01  6.20818905E+02  2.58227658E-02
  4.92377928E+02 -6.84682854E+02 -1.92304926E+02 -1.24328221E+01  1.84869523E+01 -2.74881250E+01 -9.00117272E+00  2.49822366E+01  6.27137569E+02  2.59660176E-02
  4.74638375E+02 -6.50243629E+02 -1.75605254E+02 -1.19693740E+00  1.80371312E+01 -2.69491152E+01 -8.91198398E+00  2.42233773E+01  5.90554613E+02  2.51772750E-02
  5.20748532E+02 -6.89699442E+02 -1.68950909E+02  1.16920539E+01  1.95355965E+01 -2.75613014E+01 -8.02570487E+00  2.50893005E+01  6.32791781E+02  2.60772976E-02
  4.82826191E+02 -6.50576310E+02 -1.67750119E+02  6.33807837E+00  1.84318714E+01 -2.70054326E+01 -8.57356123E+00  2.41789163E+01  5.88248571E+02  2.51310631E-02
  4.68262470E+02 -6.46758850E+02 -1.78496381E+02 -4.83739564E+00  1.78232361E+01 -2.69198315E+01 -9.09659543E+00  2.41193035E+01  5.85459171E+02  2.50691028E-02
  4.81851688E+02 -6.50202893E+02 -1.68351205E+02  6.00210638E+00  1.82970998E+01 -2.69550192E+01 -8.65791939E+00  2.42157377E+01  5.90436852E+02  2.51693346E-02
  4.65132501E+02 -6.48094318E+02 -1.82961817E+02 -8.81134299E+00  1.76083097E+01 -2.69010338E+01 -9.29272410E+00  2.41875658E+01  5.89046546E+02  2.51400533E-02
  5.07479727E+02 -6.56639973E+02 -1.49160246E+02  2.70206650E+01  1.92638758E+01 -2.69377048E+01 -7.67382905E+00  2.44695710E+01  6.02322673E+02  2.54331636E-02
  5.05667149E+02 -6.58191779E+02 -1.52524630E+02  2.36842056E+01  1.90214484E+01 -2.70016328E+01 -7.98018436E+00  2.44734494E+01  6.02936965E+02  2.54371948E-02
  4.48659233E+02 -6.36918371E+02 -1.88259138E+02 -1.66626344E+01  1.72583120E+01 -2.68302436E+01 -9.57193161E+00  2.38328477E+01  5.71569172E+02  2.47713666E-02
  4.57202550E+02 -6.51050452E+02 -1.93847903E+02 -1.96490283E+01  1.74713782E+01 -2.70049091E+01 -9.53353096E+00  2.41942881E+01  5.88759619E+02  2.51470403E-02
  4.69673721E+02 -6.52924732E+02 -1.83251011E+02 -8.56185093E+00  1.79251716E+01 -2.70037722E+01 -9.07860056E+00  2.42623833E+01  5.92234450E+02  2.52178171E-02
  4.90015513E+02 -6.65949879E+02 -1.75934366E+02  9.10894018E-01  1.85602649E+01 -2.72067784E+01 -8.64651350E+00  2.45618417E+01  6.06780743E+02  2.55290679E-02
  4.37155973E+02 -6.47733401E+02 -2.10577428E+02 -3.71279735E+01  1.65556388E+01 -2.69803679E+01 -1.04247291E+01  2.40902020E+01  5.84408586E+02  2.50388554E-02
  4.81223490E+02 -6.50153538E+02 -1.68930048E+02  5.86375153E+00  1.81908114E+01 -2.68886654E+01 -8.69785398E+00  2.42769167E+01  5.93404850E+02  2.52329227E-02
  5.15366085E+02 -6.51148265E+02 -1.35782180E+02  3.97495773E+01  1.96177260E+01 -2.68137148E+01 -7.19598883E+00  2.43794108E+01  5.98088704E+02  2.53394530E-02
  5.10962864E+02 -6.68460503E+02 -1.57497640E+02  2.08885955E+01  1.93166223E+01 -2.70739777E+01 -7.75735535E+00  2.47758660E+01  6.16986389E+02  2.57515203E-02
  4.59769103E+02 -6.45716420E+02 -1.85947317E+02 -1.29346734E+01  1.73995258E+01 -2.69945379E+01 -9.59501212E+00  2.40295339E+01  5.81170169E+02  2.49757982E-02
